Source,Target,Weight
AEFC,AVB,0.622
AEFC,AVK,0.621
AEG,AEL,0.881
AEG,AEO,0.992
AEG,AER,0.89
AEG,AES,0.783
AEG,AESC,0.789
AEG,AFG,0.826
AEG,AFT,0.783
AEG,AG,0.819
AEG,AGCB,0.728
AEG,AGCO,0.799
AEG,AGD,0.899
AEG,AGM,0.836
AEG,AGO,0.964
AEG,AGRO,0.954
AEG,AGS,0.993
AEG,AGX,0.906
AEG,AHC,0.721
AEG,AHT,0.937
AEG,AI,0.887
AEG,AIF,0.626
AEG,AIG,0.89
AEG,AIN,0.592
AEG,AIR,0.944
AEG,AIT,0.96
AEG,AIW,0.674
AEG,AJAX,0.884
AEG,AJRD,0.812
AEG,AJX,0.75
AEG,AKR,0.942
AEG,AL,0.851
AEG,ALE,0.889
AEG,ALEX,0.851
AEG,ALG,0.952
AEG,ALK,0.962
AEG,ALV,0.965
AEG,AM,0.911
AEG,AMBC,0.898
AEG,AMC,0.87
AEG,AMOV,0.691
AEG,AMPY,0.791
AEG,AMR,0.644
AEG,AMRX,0.894
AEG,AMWL,0.82
AEG,AMX,0.611
AEG,ANF,0.978
AEG,APLE,0.941
AEG,APRN,0.905
AEG,APTV,0.883
AEG,APT,0.911
AEG,AQUA,0.962
AEG,AR,0.902
AEG,ARC,0.913
AEG,ARGO,0.92
AEG,ARI,0.976
AEG,ARLO,0.964
AEG,ARMK,0.95
AEG,ARNC,0.766
AEG,AROC,0.957
AEG,ARR,0.986
AEG,ARW,0.594
AEG,ASA,0.679
AEG,ASAI,0.703
AEG,ASB,0.934
AEG,ASC,0.759
AEG,ASGN,0.643
AEG,ASIX,0.82
AEG,ASPL,0.863
AEG,ATCO,0.971
AEG,ATHM,0.741
AEG,ATKR,0.664
AEG,AVD,0.87
AEL,AEO,0.852
AEL,AER,0.8
AEL,AES,0.731
AEL,AESC,0.974
AEL,AEVA,0.59
AEL,AFG,0.986
AEL,AFT,0.881
AEL,AG,0.613
AEL,AGAC,0.661
AEL,AGD,0.625
AEL,AGM,0.704
AEL,AGO,0.873
AEL,AGRO,0.748
AEL,AGS,0.921
AEL,AGX,0.942
AEL,AHC,0.8
AEL,AHT,0.957
AEL,AI,0.967
AEL,AIF,0.781
AEL,AIG,0.821
AEL,AIN,0.786
AEL,AIR,0.988
AEL,AIT,0.906
AEL,AIW,0.583
AEL,AJAX,0.888
AEL,AJRD,0.862
AEL,AJXA,0.828
AEL,AKR,0.707
AEL,AL,0.787
AEL,ALE,0.94
AEL,ALEX,0.725
AEL,ALG,0.96
AEL,ALK,0.762
AEL,ALV,0.852
AEL,AM,0.868
AEL,AMBC,0.99
AEL,AMC,0.806
AEL,AMR,0.873
AEL,AMRX,0.73
AEL,AMWL,0.991
AEL,ANF,0.915
AEL,APLE,0.826
AEL,APRN,0.933
AEL,APT,0.792
AEL,AQUA,0.954
AEL,AR,0.993
AEL,ARC,0.78
AEL,ARGO,0.971
AEL,ARI,0.962
AEL,ARLO,0.962
AEL,ARMK,0.898
AEL,ARNC,0.804
AEL,AROC,0.909
AEL,ARR,0.825
AEL,ARW,0.674
AEL,ASAI,0.866
AEL,ASB,0.95
AEL,ASGN,0.909
AEL,ASH,0.696
AEL,ASIX,0.943
AEL,ASPL,0.584
AEL,ATC,0.653
AEL,ATCO,0.794
AEL,ATHM,0.899
AEL,ATKR,0.894
AEL,AVD,0.915
AEM,AGI,0.964
AEM,AIO,0.92
AEM,AIRC,0.754
AEM,AIV,0.602
AEM,AIZN,0.684
AEM,ALC,0.833
AEM,ALTG,0.689
AEM,AME,0.673
AEM,AMG,0.585
AEM,AMT,0.861
AEM,AN,0.586
AEM,ANET,0.868
AEM,ANTM,0.802
AEM,APH,0.785
AEM,APO,0.778
AEM,AQN,0.771
AEM,AQNA,0.719
AEM,AQNB,0.622
AEM,ARCO,0.6
AEM,ARE,0.917
AEM,ARES,0.97
AEM,ASAN,0.991
AEM,ASGI,0.635
AEM,ASPN,0.586
AEM,ASX,0.969
AEM,ATEN,0.92
AEM,ATGE,0.822
AEM,ATH,0.762
AEM,ATO,0.668
AEM,ATTO,0.792
AEM,AU,0.95
AEM,AUY,0.817
AEM,AVAN,0.782
AEM,AVB,0.811
AEM,AVK,0.839
AENZ,AG,0.798
AENZ,AGCB,0.835
AENZ,AGRO,0.599
AENZ,AIF,0.596
AENZ,AMC,0.741
AENZ,AMOV,0.604
AENZ,AMPY,0.706
AENZ,APT,0.734
AENZ,ASC,0.684
AENZ,ASPL,0.705
AEO,AER,0.837
AEO,AES,0.699
AEO,AESC,0.774
AEO,AFG,0.78
AEO,AFT,0.758
AEO,AG,0.878
AEO,AGCB,0.78
AEO,AGCO,0.773
AEO,AGD,0.912
AEO,AGM,0.795
AEO,AGO,0.93
AEO,AGRO,0.963
AEO,AGS,0.978
AEO,AGX,0.915
AEO,AHC,0.637
AEO,AHT,0.934
AEO,AI,0.852
AEO,AIF,0.671
AEO,AIG,0.837
AEO,AIR,0.92
AEO,AIT,0.917
AEO,AIW,0.653
AEO,AJAX,0.862
AEO,AJRD,0.736
AEO,AJX,0.703
AEO,AKR,0.924
AEO,AL,0.79
AEO,ALE,0.829
AEO,ALEX,0.783
AEO,ALG,0.912
AEO,ALK,0.955
AEO,ALV,0.957
AEO,AM,0.851
AEO,AMBC,0.857
AEO,AMC,0.909
AEO,AMOV,0.775
AEO,AMPY,0.792
AEO,AMRX,0.869
AEO,AMWL,0.787
AEO,AMX,0.705
AEO,ANF,0.986
AEO,APLE,0.92
AEO,APRN,0.922
AEO,APTV,0.888
AEO,APT,0.937
AEO,AQUA,0.962
AEO,AR,0.877
AEO,ARC,0.908
AEO,ARGO,0.881
AEO,ARI,0.962
AEO,ARLO,0.955
AEO,ARMK,0.961
AEO,ARNC,0.735
AEO,AROC,0.913
AEO,ARR,0.971
AEO,ASA,0.717
AEO,ASAI,0.699
AEO,ASB,0.898
AEO,ASC,0.837
AEO,ASIX,0.768
AEO,ASPL,0.903
AEO,ATC,0.583
AEO,ATCO,0.991
AEO,ATHM,0.722
AEO,ATKR,0.592
AEO,AVAL,0.632
AEO,AVD,0.853
AER,AES,0.904
AER,AESC,0.688
AER,AFG,0.818
AER,AFL,0.761
AER,AFT,0.589
AER,AGCO,0.805
AER,AGD,0.842
AER,AGM,0.975
AER,AGO,0.978
AER,AGRO,0.762
AER,AGS,0.878
AER,AGX,0.767
AER,AHC,0.766
AER,AHT,0.833
AER,AI,0.773
AER,AIG,0.999
AER,AIN,0.705
AER,AIR,0.849
AER,AIT,0.942
AER,AIW,0.841
AER,AJAX,0.916
AER,AJRD,0.951
AER,AJX,0.851
AER,AKR,0.873
AER,AL,0.996
AER,ALB,0.608
AER,ALE,0.912
AER,ALEX,0.939
AER,ALG,0.922
AER,ALK,0.824
AER,ALLY,0.674
AER,ALV,0.928
AER,AM,0.979
AER,AMBC,0.871
AER,AMP,0.862
AER,AMR,0.781
AER,AMRX,0.763
AER,AMWL,0.73
AER,ANF,0.808
AER,AONE,0.779
AER,APLE,0.963
AER,APRN,0.687
AER,APTV,0.815
AER,APT,0.628
AER,AQUA,0.798
AER,AR,0.839
AER,ARC,0.915
AER,ARGO,0.918
AER,ARI,0.859
AER,ARLO,0.812
AER,ARMK,0.827
AER,ARNC,0.879
AER,AROC,0.966
AER,ARR,0.878
AER,ARW,0.868
AER,ASA,0.649
AER,ASAI,0.682
AER,ASB,0.942
AER,ASGN,0.688
AER,ASH,0.813
AER,ASIX,0.889
AER,ASPL,0.602
AER,ATCO,0.81
AER,ATHM,0.754
AER,ATKR,0.778
AER,ATUS,0.842
AER,AVD,0.67
AES,AEVA,0.657
AES,AFG,0.763
AES,AFL,0.618
AES,AFT,0.692
AES,AGCO,0.797
AES,AGD,0.628
AES,AGM,0.804
AES,AGO,0.867
AES,AGRO,0.707
AES,AGS,0.802
AES,AHC,0.936
AES,AHT,0.659
AES,AI,0.798
AES,AIG,0.898
AES,AIR,0.772
AES,AIT,0.916
AES,AJAX,0.703
AES,AJRD,0.928
AES,AJX,0.851
AES,AKR,0.836
AES,AL,0.906
AES,ALB,0.8
AES,ALE,0.92
AES,ALEX,0.983
AES,ALG,0.867
AES,ALK,0.792
AES,ALLY,0.652
AES,ALV,0.734
AES,AM,0.95
AES,AMBC,0.814
AES,AMP,0.771
AES,AMPY,0.665
AES,AMR,0.757
AES,AMRX,0.839
AES,AMWL,0.701
AES,ANF,0.67
AES,AONE,0.619
AES,AP,0.641
AES,APLE,0.779
AES,APTS,0.685
AES,APTV,0.686
AES,AQUA,0.687
AES,AR,0.727
AES,ARC,0.673
AES,ARGO,0.822
AES,ARI,0.766
AES,ARLO,0.732
AES,ARMK,0.615
AES,ARNC,0.639
AES,AROC,0.905
AES,ARR,0.826
AES,ARW,0.757
AES,ASB,0.824
AES,ASGN,0.721
AES,ASH,0.71
AES,ASIX,0.78
AES,ATCO,0.629
AES,ATKR,0.744
AES,ATUS,0.771
AES,AVA,0.721
AES,AVD,0.715
AESC,AFG,0.961
AESC,AFT,0.813
AESC,AGAC,0.755
AESC,AGM,0.609
AESC,AGO,0.774
AESC,AGRO,0.629
AESC,AGS,0.832
AESC,AGX,0.945
AESC,AHC,0.67
AESC,AHT,0.938
AESC,AI,0.899
AESC,AIF,0.858
AESC,AIG,0.718
AESC,AIN,0.843
AESC,AIR,0.937
AESC,AIT,0.792
AESC,AJAX,0.862
AESC,AJRD,0.77
AESC,AJXA,0.886
AESC,AL,0.68
AESC,ALE,0.846
AESC,ALG,0.879
AESC,ALK,0.626
AESC,ALV,0.786
AESC,AM,0.751
AESC,AMBC,0.94
AESC,AMC,0.776
AESC,AMOV,0.601
AESC,AMR,0.854
AESC,AMWL,0.974
AESC,ANF,0.863
AESC,APLE,0.748
AESC,APRN,0.925
AESC,APSG,0.686
AESC,APT,0.72
AESC,AQUA,0.909
AESC,AR,0.969
AESC,ARC,0.726
AESC,ARGO,0.917
AESC,ARI,0.9
AESC,ARLO,0.906
AESC,ARMK,0.872
AESC,ARNC,0.799
AESC,AROC,0.806
AESC,ARR,0.701
AESC,ARW,0.626
AESC,ASAI,0.931
AESC,ASB,0.89
AESC,ASGN,0.896
AESC,ASH,0.673
AESC,ASIX,0.915
AESC,ATC,0.781
AESC,ATCO,0.723
AESC,ATHM,0.941
AESC,ATKR,0.881
AESC,AVD,0.844
AEVA,AFG,0.716
AEVA,AFI,0.84
AEVA,AFL,0.684
AEVA,AHC,0.71
AEVA,AHH,0.818
AEVA,AIG,0.602
AEVA,AIN,0.705
AEVA,AIZ,0.833
AEVA,AJRD,0.784
AEVA,AL,0.639
AEVA,ALB,0.642
AEVA,ALE,0.685
AEVA,ALLE,0.713
AEVA,AM,0.624
AEVA,AMBC,0.646
AEVA,AMCR,0.626
AEVA,AMN,0.971
AEVA,AMP,0.761
AEVA,AMR,0.903
AEVA,AMWL,0.622
AEVA,AOS,0.856
AEVA,AP,0.712
AEVA,ARGO,0.626
AEVA,ARNC,0.61
AEVA,ARW,0.832
AEVA,ASB,0.594
AEVA,ASGN,0.846
AEVA,ASH,0.886
AEVA,ASIX,0.749
AEVA,ATHM,0.619
AEVA,ATI,0.783
AEVA,ATKR,0.882
AEVA,ATMR,0.81
AEVA,ATR,0.923
AEVA,ATUS,0.613
AEVA,AVA,0.839
AFB,AFGC,0.749
AFB,AFGD,0.938
AFB,AFGE,0.904
AFB,AGR,0.739
AFB,AIRC,0.634
AFB,AIV,0.717
AFB,AIZN,0.817
AFB,AJG,0.87
AFB,ALC,0.705
AFB,AMG,0.88
AFB,AMH,0.823
AFB,AMT,0.705
AFB,AOD,0.622
AFB,AQNB,0.724
AFB,ARE,0.589
AFB,ARGD,0.617
AFB,ARL,0.856
AFB,ASG,0.96
AFB,ASR,0.622
AFB,AVB,0.658
AFG,AFT,0.832
AFG,AGAC,0.635
AFG,AGM,0.724
AFG,AGO,0.861
AFG,AGRO,0.658
AFG,AGS,0.87
AFG,AGX,0.896
AFG,AHC,0.826
AFG,AHT,0.92
AFG,AI,0.939
AFG,AIF,0.699
AFG,AIG,0.841
AFG,AIN,0.84
AFG,AIR,0.959
AFG,AIT,0.89
AFG,AIW,0.616
AFG,AJAX,0.891
AFG,AJRD,0.91
AFG,AJXA,0.806
AFG,AKR,0.652
AFG,AL,0.82
AFG,ALE,0.951
AFG,ALEX,0.735
AFG,ALG,0.948
AFG,ALK,0.69
AFG,ALV,0.819
AFG,AM,0.881
AFG,AMBC,0.989
AFG,AMC,0.695
AFG,AMP,0.634
AFG,AMR,0.943
AFG,AMRX,0.666
AFG,AMWL,0.981
AFG,ANF,0.847
AFG,AOS,0.586
AFG,APLE,0.811
AFG,APRN,0.862
AFG,APT,0.683
AFG,AQUA,0.895
AFG,AR,0.98
AFG,ARC,0.756
AFG,ARGO,0.972
AFG,ARI,0.918
AFG,ARLO,0.909
AFG,ARMK,0.845
AFG,ARNC,0.837
AFG,AROC,0.902
AFG,ARR,0.767
AFG,ARW,0.766
AFG,ASAI,0.872
AFG,ASB,0.949
AFG,ASGN,0.956
AFG,ASH,0.795
AFG,ASIX,0.975
AFG,ATC,0.607
AFG,ATCO,0.714
AFG,ATHM,0.917
AFG,ATKR,0.956
AFG,AVA,0.653
AFG,AVD,0.856
AFGB,ALUS,0.76
AFGB,AOD,0.597
AFGB,ARGD,0.664
AFGB,ASG,0.65
AFGB,ATA,0.744
AFGC,AFGD,0.769
AFGC,AFGE,0.615
AFGC,AGR,0.893
AFGC,AIRC,0.939
AFGC,AIV,0.987
AFGC,AIZ,0.609
AFGC,AIZN,0.949
AFGC,AJG,0.968
AFGC,ALC,0.858
AFGC,ALL,0.68
AFGC,ALSN,0.668
AFGC,AMCR,0.625
AFGC,AME,0.841
AFGC,AMG,0.937
AFGC,AMH,0.975
AFGC,AMT,0.829
AFGC,AN,0.655
AFGC,ANET,0.684
AFGC,ANTM,0.774
AFGC,APAM,0.889
AFGC,APD,0.628
AFGC,APH,0.707
AFGC,AQN,0.808
AFGC,AQNA,0.783
AFGC,AQNB,0.925
AFGC,ARD,0.599
AFGC,ARDC,0.667
AFGC,ARE,0.745
AFGC,ARL,0.915
AFGC,ASAQ,0.583
AFGC,ASG,0.779
AFGC,ASPN,0.711
AFGC,ASR,0.82
AFGC,ATEN,0.804
AFGC,ATI,0.648
AFGC,ATO,0.958
AFGC,ATTO,0.619
AFGC,AU,0.743
AFGC,AVB,0.896
AFGC,AVK,0.79
AFGD,AFGE,0.9
AFGD,AGR,0.623
AFGD,AHH,0.618
AFGD,AIRC,0.59
AFGD,AIV,0.692
AFGD,AIZN,0.833
AFGD,AJG,0.867
AFGD,ALC,0.73
AFGD,AMG,0.905
AFGD,AMH,0.771
AFGD,AMT,0.7
AFGD,ANET,0.639
AFGD,APAM,0.672
AFGD,AQNB,0.833
AFGD,ARE,0.608
AFGD,ARGD,0.593
AFGD,ARL,0.945
AFGD,ASG,0.884
AFGD,ATO,0.596
AFGD,ATTO,0.675
AFGD,AVB,0.71
AFGD,AVK,0.626
AFGE,AFI,0.646
AFGE,AGR,0.641
AFGE,AHH,0.823
AFGE,AIZN,0.6
AFGE,AJG,0.79
AFGE,ALSN,0.592
AFGE,AMG,0.705
AFGE,AMH,0.652
AFGE,AOD,0.615
AFGE,AOS,0.716
AFGE,ARL,0.818
AFGE,ASG,0.75
AFGE,ATI,0.721
AFGE,ATR,0.689
AFI,AFL,0.665
AFI,AGR,0.741
AFI,AHH,0.894
AFI,AIZ,0.973
AFI,AJG,0.636
AFI,ALLE,0.765
AFI,ALSN,0.911
AFI,AMCR,0.719
AFI,AMN,0.915
AFI,AMP,0.624
AFI,AMR,0.59
AFI,AOD,0.727
AFI,AON,0.689
AFI,AOS,0.822
AFI,AP,0.713
AFI,APAM,0.652
AFI,APD,0.763
AFI,ARCH,0.711
AFI,ARW,0.657
AFI,ASH,0.72
AFI,ASR,0.635
AFI,ATI,0.989
AFI,ATMR,0.868
AFI,ATR,0.89
AFL,AGM,0.827
AFL,AGO,0.626
AFL,AIG,0.762
AFL,AIN,0.693
AFL,AIW,0.861
AFL,AIZ,0.707
AFL,AJAX,0.678
AFL,AJRD,0.742
AFL,AJX,0.598
AFL,AL,0.805
AFL,ALB,0.675
AFL,ALEX,0.615
AFL,ALL,0.616
AFL,ALLE,0.822
AFL,ALLY,0.769
AFL,ALSN,0.647
AFL,AM,0.657
AFL,AMCR,0.714
AFL,AMK,0.718
AFL,AMN,0.688
AFL,AMP,0.975
AFL,AMR,0.655
AFL,AON,0.873
AFL,AONE,0.838
AFL,AP,0.858
AFL,APD,0.762
AFL,APLE,0.668
AFL,ARC,0.646
AFL,ARCH,0.898
AFL,ARNC,0.788
AFL,AROC,0.587
AFL,ARW,0.933
AFL,ASB,0.607
AFL,ASH,0.891
AFL,ASIX,0.663
AFL,ATKR,0.629
AFL,ATMR,0.803
AFL,ATUS,0.951
AFT,AG,0.666
AFT,AGAC,0.722
AFT,AGCB,0.592
AFT,AGO,0.697
AFT,AGRO,0.771
AFT,AGS,0.847
AFT,AGX,0.755
AFT,AHC,0.852
AFT,AHT,0.771
AFT,AI,0.962
AFT,AIF,0.747
AFT,AIG,0.602
AFT,AIR,0.88
AFT,AIT,0.82
AFT,AJAX,0.594
AFT,AJRD,0.678
AFT,AJXA,0.841
AFT,AKR,0.682
AFT,ALE,0.844
AFT,ALEX,0.668
AFT,ALG,0.842
AFT,ALK,0.773
AFT,ALV,0.633
AFT,AM,0.731
AFT,AMBC,0.853
AFT,AMC,0.833
AFT,AMPY,0.738
AFT,AMR,0.665
AFT,AMRX,0.835
AFT,AMWL,0.908
AFT,ANF,0.815
AFT,APLE,0.585
AFT,APRN,0.847
AFT,APT,0.848
AFT,AQUA,0.864
AFT,AR,0.828
AFT,ARGO,0.792
AFT,ARI,0.861
AFT,ARLO,0.892
AFT,ARMK,0.7
AFT,AROC,0.774
AFT,ARR,0.789
AFT,ASB,0.751
AFT,ASGN,0.799
AFT,ASIX,0.703
AFT,ASPL,0.631
AFT,ATCO,0.673
AFT,ATHM,0.593
AFT,ATKR,0.687
AFT,AVA,0.665
AFT,AVD,0.987
AG,AGCB,0.947
AG,AGCO,0.623
AG,AGD,0.77
AG,AGO,0.643
AG,AGRO,0.911
AG,AGS,0.799
AG,AGX,0.747
AG,AHT,0.73
AG,AI,0.657
AG,AIF,0.712
AG,AIR,0.699
AG,AIT,0.651
AG,AKR,0.77
AG,ALG,0.639
AG,ALK,0.848
AG,ALV,0.723
AG,AMC,0.949
AG,AMOV,0.888
AG,AMPY,0.828
AG,AMRX,0.767
AG,AMX,0.849
AG,ANF,0.858
AG,APLE,0.64
AG,APRN,0.833
AG,APTV,0.778
AG,APT,0.955
AG,AQUA,0.817
AG,AR,0.624
AG,ARC,0.659
AG,ARI,0.769
AG,ARLO,0.795
AG,ARMK,0.793
AG,AROC,0.62
AG,ARR,0.816
AG,ASA,0.641
AG,ASB,0.592
AG,ASC,0.959
AG,ASPL,0.967
AG,ATCO,0.893
AG,AVAL,0.633
AG,AVD,0.755
AGAC,AI,0.641
AGAC,AIF,0.851
AGAC,AJXA,0.968
AGAC,AMWL,0.743
AGAC,AOS,0.623
AGAC,APRN,0.644
AGAC,APSG,0.784
AGAC,AR,0.596
AGAC,ASGN,0.703
AGAC,ATC,0.587
AGAC,AVD,0.663
AGCB,AGCO,0.717
AGCB,AGD,0.714
AGCB,AGRO,0.893
AGCB,AGS,0.702
AGCB,AKR,0.784
AGCB,ALK,0.842
AGCB,ALV,0.59
AGCB,ALX,0.666
AGCB,AMC,0.834
AGCB,AMOV,0.721
AGCB,AMPY,0.92
AGCB,AMRC,0.642
AGCB,AMRX,0.807
AGCB,AMX,0.695
AGCB,ANF,0.721
AGCB,APRN,0.653
AGCB,APTV,0.793
AGCB,APT,0.889
AGCB,AQUA,0.668
AGCB,ARI,0.634
AGCB,ARLO,0.66
AGCB,ARMK,0.615
AGCB,ARR,0.778
AGCB,ASA,0.607
AGCB,ASC,0.854
AGCB,ASPL,0.968
AGCB,ATCO,0.792
AGCB,AVD,0.668
AGCO,AGD,0.862
AGCO,AGM,0.782
AGCO,AGO,0.803
AGCO,AGRO,0.85
AGCO,AGS,0.757
AGCO,AHC,0.603
AGCO,AIG,0.778
AGCO,AIR,0.595
AGCO,AIT,0.792
AGCO,AJRD,0.643
AGCO,AJX,0.979
AGCO,AKR,0.951
AGCO,AL,0.767
AGCO,ALB,0.583
AGCO,ALE,0.659
AGCO,ALEX,0.886
AGCO,ALG,0.69
AGCO,ALK,0.892
AGCO,ALLY,0.77
AGCO,ALTG,0.599
AGCO,ALV,0.752
AGCO,ALX,0.637
AGCO,AM,0.784
AGCO,AMPY,0.839
AGCO,AMRC,0.588
AGCO,AMRX,0.866
AGCO,ANF,0.668
AGCO,AONE,0.775
AGCO,APG,0.725
AGCO,APLE,0.774
AGCO,APTS,0.683
AGCO,APTV,0.949
AGCO,APT,0.665
AGCO,AQUA,0.612
AGCO,ARC,0.726
AGCO,ARGO,0.607
AGCO,ARI,0.665
AGCO,ARLO,0.63
AGCO,ARMK,0.615
AGCO,AROC,0.776
AGCO,ARR,0.869
AGCO,ASA,0.749
AGCO,ASB,0.651
AGCO,ASPL,0.799
AGCO,ATCO,0.772
AGCO,ATUS,0.672
AGD,AGM,0.878
AGD,AGO,0.884
AGD,AGRO,0.874
AGD,AGS,0.843
AGD,AGX,0.758
AGD,AHT,0.79
AGD,AI,0.597
AGD,AIG,0.83
AGD,AIR,0.728
AGD,AIT,0.801
AGD,AIW,0.794
AGD,AJAX,0.815
AGD,AJRD,0.65
AGD,AJX,0.819
AGD,AKR,0.907
AGD,AL,0.799
AGD,ALE,0.664
AGD,ALEX,0.753
AGD,ALG,0.763
AGD,ALK,0.877
AGD,ALLY,0.587
AGD,ALV,0.934
AGD,AM,0.777
AGD,AMBC,0.666
AGD,AMC,0.704
AGD,AMOV,0.713
AGD,AMPY,0.688
AGD,AMRX,0.741
AGD,AMX,0.695
AGD,ANF,0.844
AGD,AONE,0.767
AGD,APLE,0.926
AGD,APRN,0.712
AGD,APTV,0.972
AGD,APT,0.759
AGD,AQUA,0.78
AGD,AR,0.69
AGD,ARC,0.943
AGD,ARGO,0.739
AGD,ARI,0.797
AGD,ARLO,0.763
AGD,ARMK,0.868
AGD,ARNC,0.734
AGD,AROC,0.82
AGD,ARR,0.887
AGD,ASA,0.93
AGD,ASB,0.789
AGD,ASC,0.791
AGD,ASIX,0.635
AGD,ASPL,0.86
AGD,ATCO,0.945
AGD,ATHM,0.592
AGD,ATUS,0.607
AGD,AVAL,0.838
AGI,AIO,0.906
AGI,ALC,0.761
AGI,ALTG,0.653
AGI,ALX,0.63
AGI,AMT,0.794
AGI,ANET,0.867
AGI,ANTM,0.616
AGI,APH,0.597
AGI,APO,0.668
AGI,AQN,0.656
AGI,AQNA,0.639
AGI,ARE,0.877
AGI,ARES,0.89
AGI,ASAN,0.966
AGI,ASX,0.917
AGI,ATEN,0.817
AGI,ATGE,0.73
AGI,ATH,0.651
AGI,ATTO,0.825
AGI,AU,0.89
AGI,AUY,0.76
AGI,AVAN,0.664
AGI,AVB,0.716
AGI,AVK,0.786
AGM,AGO,0.94
AGM,AGRO,0.695
AGM,AGS,0.802
AGM,AGX,0.729
AGM,AHC,0.608
AGM,AHT,0.79
AGM,AI,0.639
AGM,AIG,0.973
AGM,AIN,0.719
AGM,AIR,0.761
AGM,AIT,0.858
AGM,AIW,0.93
AGM,AJAX,0.915
AGM,AJRD,0.883
AGM,AJX,0.835
AGM,AKR,0.821
AGM,AL,0.973
AGM,ALE,0.808
AGM,ALEX,0.862
AGM,ALG,0.838
AGM,ALK,0.752
AGM,ALLY,0.729
AGM,ALV,0.923
AGM,AM,0.91
AGM,AMBC,0.781
AGM,AMP,0.884
AGM,AMR,0.699
AGM,AMRX,0.647
AGM,AMWL,0.613
AGM,ANF,0.752
AGM,AONE,0.869
AGM,APLE,0.964
AGM,APRN,0.617
AGM,APTV,0.824
AGM,AQUA,0.723
AGM,AR,0.766
AGM,ARC,0.945
AGM,ARGO,0.851
AGM,ARI,0.782
AGM,ARLO,0.724
AGM,ARMK,0.81
AGM,ARNC,0.907
AGM,AROC,0.899
AGM,ARR,0.809
AGM,ARW,0.873
AGM,ASA,0.758
AGM,ASAI,0.681
AGM,ASB,0.891
AGM,ASH,0.805
AGM,ASIX,0.835
AGM,ATCO,0.795
AGM,ATHM,0.74
AGM,ATKR,0.696
AGM,ATUS,0.878
AGM,AVAL,0.613
AGO,AGRO,0.861
AGO,AGS,0.955
AGO,AGX,0.866
AGO,AHC,0.765
AGO,AHT,0.916
AGO,AI,0.853
AGO,AIG,0.979
AGO,AIN,0.7
AGO,AIR,0.925
AGO,AIT,0.976
AGO,AIW,0.798
AGO,AJAX,0.94
AGO,AJRD,0.921
AGO,AJX,0.809
AGO,AKR,0.916
AGO,AL,0.96
AGO,ALE,0.932
AGO,ALEX,0.915
AGO,ALG,0.967
AGO,ALK,0.899
AGO,ALV,0.974
AGO,AM,0.975
AGO,AMBC,0.919
AGO,AMC,0.718
AGO,AMP,0.746
AGO,AMPY,0.669
AGO,AMR,0.76
AGO,AMRX,0.83
AGO,AMWL,0.807
AGO,ANF,0.912
AGO,AONE,0.682
AGO,APLE,0.983
AGO,APRN,0.816
AGO,APTV,0.854
AGO,APT,0.77
AGO,AQUA,0.902
AGO,AR,0.905
AGO,ARC,0.944
AGO,ARGO,0.955
AGO,ARI,0.942
AGO,ARLO,0.91
AGO,ARMK,0.915
AGO,ARNC,0.869
AGO,AROC,0.99
AGO,ARR,0.944
AGO,ARW,0.78
AGO,ASA,0.672
AGO,ASAI,0.737
AGO,ASB,0.974
AGO,ASC,0.598
AGO,ASGN,0.706
AGO,ASH,0.731
AGO,ASIX,0.898
AGO,ASPL,0.724
AGO,ATCO,0.905
AGO,ATHM,0.793
AGO,ATKR,0.768
AGO,ATUS,0.713
AGO,AVD,0.783
AGR,AIRC,0.858
AGR,AIV,0.922
AGR,AIZ,0.744
AGR,AIZN,0.787
AGR,AJG,0.914
AGR,ALC,0.638
AGR,ALL,0.657
AGR,ALLE,0.585
AGR,ALSN,0.912
AGR,AMCR,0.629
AGR,AME,0.881
AGR,AMG,0.779
AGR,AMH,0.942
AGR,AMT,0.635
AGR,AN,0.606
AGR,ANTM,0.734
AGR,AOD,0.78
AGR,AON,0.595
AGR,APAM,0.724
AGR,APD,0.862
AGR,APH,0.689
AGR,AQNB,0.668
AGR,ARCH,0.696
AGR,ARL,0.75
AGR,ASG,0.727
AGR,ASR,0.969
AGR,ATEN,0.588
AGR,ATI,0.8
AGR,ATO,0.801
AGR,AVB,0.662
AGRO,AGS,0.941
AGRO,AGX,0.787
AGRO,AHC,0.651
AGRO,AHT,0.816
AGRO,AI,0.814
AGRO,AIG,0.752
AGRO,AIR,0.839
AGRO,AIT,0.882
AGRO,AJAX,0.709
AGRO,AJRD,0.645
AGRO,AJX,0.757
AGRO,AKR,0.959
AGRO,AL,0.704
AGRO,ALE,0.769
AGRO,ALEX,0.796
AGRO,ALG,0.843
AGRO,ALK,0.991
AGRO,ALV,0.864
AGRO,AM,0.798
AGRO,AMBC,0.758
AGRO,AMC,0.897
AGRO,AMOV,0.702
AGRO,AMPY,0.926
AGRO,AMRX,0.948
AGRO,AMWL,0.688
AGRO,AMX,0.635
AGRO,ANF,0.925
AGRO,APLE,0.824
AGRO,APRN,0.84
AGRO,APTV,0.912
AGRO,APT,0.958
AGRO,AQUA,0.894
AGRO,AR,0.758
AGRO,ARC,0.794
AGRO,ARGO,0.773
AGRO,ARI,0.896
AGRO,ARLO,0.898
AGRO,ARMK,0.852
AGRO,AROC,0.854
AGRO,ARR,0.977
AGRO,ASA,0.676
AGRO,ASB,0.789
